Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
2021-03,Ballard,9,354.0,9.0,50.0,205.0,203.0,3.0,411.0,411.0,410.54
2021-03,Ballard,10,357.0,4.0,53.0,221.0,189.0,3.0,413.0,413.0,411.76
2021-03,Ballard,11,377.0,9.0,41.0,226.0,199.0,1.0,426.0,403.0,382.98
2021-03,Ballard,12,433.0,9.0,47.0,257.0,228.0,2.0,487.0,433.0,388.88
2021-03,Cleveland STEM,9,190.0,25.0,21.0,111.0,117.0,1.0,229.0,229.0,229.0
2021-03,Cleveland STEM,10,202.0,16.0,25.0,126.0,107.0,1.0,234.0,234.0,233.67
2021-03,Cleveland STEM,11,211.0,13.0,13.0,137.0,98.0,0.0,235.0,216.0,180.42
2021-03,Cleveland STEM,12,188.0,20.0,18.0,107.0,113.0,0.0,220.0,181.0,142.66
2021-03,Franklin,9,214.0,60.0,33.0,147.0,146.0,1.0,294.0,294.0,293.88
2021-03,Franklin,10,224.0,45.0,29.0,131.0,151.0,1.0,283.0,283.0,282.1
2021-03,Franklin,11,219.0,83.0,35.0,149.0,173.0,0.0,322.0,307.0,270.34
2021-03,Franklin,12,243.0,74.0,38.0,153.0,186.0,0.0,339.0,315.0,261.09
2021-03,Garfield,9,350.0,22.0,39.0,204.0,198.0,4.0,406.0,406.0,406.0
2021-03,Garfield,10,352.0,22.0,37.0,200.0,202.0,1.0,403.0,403.0,401.18
2021-03,Garfield,11,360.0,32.0,37.0,230.0,189.0,2.0,421.0,392.0,336.02
2021-03,Garfield,12,439.0,27.0,31.0,238.0,246.0,1.0,485.0,416.0,346.03
2021-03,Lincoln,9,358.0,6.0,30.0,205.0,182.0,6.0,393.0,393.0,392.08
2021-03,Lincoln,10,352.0,4.0,32.0,215.0,171.0,2.0,388.0,388.0,385.48
2021-03,Lincoln,11,167.0,3.0,17.0,108.0,76.0,1.0,185.0,185.0,160.52
2021-03,Roosevelt,9,349.0,8.0,34.0,189.0,196.0,2.0,387.0,387.0,382.55
2021-03,Roosevelt,10,346.0,5.0,42.0,211.0,180.0,1.0,392.0,392.0,389.41
2021-03,Roosevelt,11,374.0,8.0,29.0,216.0,190.0,2.0,408.0,396.0,364.18
2021-03,Roosevelt,12,471.0,8.0,26.0,248.0,252.0,3.0,503.0,450.0,398.81
2021-03,Chief Sealth International,9,222.0,59.0,61.0,171.0,147.0,1.0,319.0,319.0,318.89
2021-03,Chief Sealth International,10,229.0,57.0,56.0,167.0,164.0,1.0,332.0,332.0,331.88
2021-03,Chief Sealth International,11,171.0,49.0,39.0,122.0,120.0,1.0,243.0,210.0,180.54
2021-03,Chief Sealth International,12,196.0,32.0,42.0,143.0,118.0,0.0,261.0,214.0,178.35
2021-03,West Seattle,9,240.0,11.0,38.0,155.0,132.0,0.0,287.0,287.0,286.76
2021-03,West Seattle,10,263.0,12.0,34.0,166.0,136.0,1.0,303.0,303.0,302.54
2021-03,West Seattle,11,222.0,13.0,32.0,135.0,124.0,1.0,260.0,247.0,219.67
2021-03,West Seattle,12,235.0,9.0,39.0,136.0,144.0,0.0,280.0,244.0,210.67
2021-03,Ingraham,9,288.0,30.0,63.0,157.0,213.0,2.0,372.0,372.0,369.77
2021-03,Ingraham,10,288.0,30.0,53.0,190.0,169.0,1.0,360.0,360.0,358.2
2021-03,Ingraham,11,305.0,36.0,33.0,193.0,174.0,3.0,370.0,359.0,323.74
2021-03,Ingraham,12,295.0,33.0,45.0,185.0,174.0,2.0,361.0,327.0,253.69
2021-03,Rainier Beach,9,124.0,49.0,25.0,90.0,98.0,0.0,188.0,188.0,188.0
2021-03,Rainier Beach,10,123.0,60.0,33.0,115.0,90.0,0.0,205.0,205.0,203.07
2021-03,Rainier Beach,11,121.0,54.0,32.0,106.0,89.0,0.0,195.0,183.0,158.19
2021-03,Rainier Beach,12,116.0,57.0,35.0,109.0,86.0,0.0,195.0,178.0,148.91
2021-03,Nathan Hale,9,203.0,28.0,53.0,147.0,123.0,2.0,272.0,272.0,270.62
2021-03,Nathan Hale,10,220.0,24.0,30.0,142.0,126.0,2.0,270.0,270.0,269.63
2021-03,Nathan Hale,11,246.0,18.0,34.0,157.0,134.0,3.0,294.0,272.0,247.7
2021-03,Nathan Hale,12,223.0,23.0,46.0,144.0,139.0,0.0,283.0,245.0,210.08
2021-03,NOVA,9,30.0,3.0,13.0,20.0,22.0,3.0,45.0,45.0,45.0
2021-03,NOVA,10,39.0,0.0,10.0,18.0,28.0,3.0,49.0,49.0,48.0
2021-03,NOVA,11,53.0,1.0,15.0,31.0,33.0,4.0,68.0,68.0,68.0
2021-03,NOVA,12,50.0,0.0,16.0,24.0,40.0,2.0,66.0,66.0,66.0
2021-03,Center School,9,48.0,1.0,14.0,19.0,41.0,3.0,63.0,63.0,63.0
2021-03,Center School,10,55.0,1.0,24.0,32.0,44.0,4.0,80.0,80.0,78.17
2021-03,Center School,11,44.0,1.0,15.0,25.0,33.0,2.0,60.0,57.0,50.66
2021-03,Center School,12,43.0,0.0,8.0,15.0,33.0,3.0,51.0,45.0,33.23
2021-03,Denny International,6,208.0,62.0,66.0,170.0,143.0,0.0,313.0,313.0,313.0
2021-03,Denny International,7,196.0,53.0,52.0,136.0,146.0,0.0,282.0,282.0,281.84
2021-03,Denny International,8,199.0,44.0,64.0,161.0,126.0,0.0,287.0,287.0,287.0
2021-03,Eckstein,6,302.0,10.0,56.0,179.0,184.0,2.0,365.0,365.0,365.0
2021-03,Eckstein,7,312.0,16.0,53.0,183.0,189.0,2.0,374.0,374.0,373.16
2021-03,Eckstein,8,306.0,17.0,39.0,174.0,181.0,2.0,357.0,357.0,355.62
2021-03,Hamilton International,6,305.0,7.0,40.0,172.0,176.0,1.0,349.0,349.0,349.0
2021-03,Hamilton International,7,310.0,1.0,30.0,180.0,159.0,2.0,341.0,341.0,339.48
2021-03,Hamilton International,8,292.0,7.0,42.0,172.0,163.0,3.0,338.0,338.0,334.08
2021-03,Jane Addams,6,257.0,35.0,55.0,178.0,156.0,2.0,336.0,336.0,336.0
2021-03,Jane Addams,7,287.0,38.0,48.0,187.0,171.0,0.0,358.0,358.0,353.05
2021-03,Jane Addams,8,255.0,29.0,38.0,167.0,143.0,3.0,313.0,313.0,311.32
2021-03,Madison,6,293.0,18.0,42.0,191.0,154.0,1.0,346.0,346.0,346.0
2021-03,Madison,7,276.0,4.0,52.0,170.0,157.0,1.0,328.0,328.0,327.71
2021-03,Madison,8,287.0,12.0,45.0,178.0,163.0,1.0,342.0,342.0,341.25
2021-03,Meany,6,112.0,18.0,30.0,86.0,72.0,1.0,159.0,159.0,159.0
2021-03,Meany,7,122.0,12.0,26.0,86.0,70.0,2.0,158.0,158.0,157.18
2021-03,Meany,8,131.0,10.0,27.0,88.0,77.0,1.0,166.0,166.0,165.39
2021-03,Mercer International,6,276.0,83.0,58.0,195.0,199.0,2.0,396.0,396.0,396.0
2021-03,Mercer International,7,291.0,60.0,47.0,208.0,167.0,0.0,375.0,375.0,373.76
2021-03,Mercer International,8,304.0,67.0,46.0,209.0,185.0,0.0,394.0,394.0,392.84
2021-03,Robert Eagle Staff,6,181.0,23.0,47.0,105.0,134.0,1.0,240.0,240.0,240.0
2021-03,Robert Eagle Staff,7,188.0,18.0,27.0,113.0,110.0,1.0,224.0,224.0,222.11
2021-03,Robert Eagle Staff,8,246.0,18.0,51.0,175.0,134.0,0.0,309.0,309.0,307.45
2021-03,Whitman,6,204.0,11.0,41.0,151.0,101.0,0.0,252.0,252.0,251.8
2021-03,Whitman,7,160.0,8.0,38.0,99.0,104.0,1.0,204.0,204.0,203.02
2021-03,Whitman,8,160.0,6.0,31.0,101.0,92.0,0.0,193.0,193.0,191.89
2021-03,Washington,6,152.0,36.0,27.0,102.0,100.0,0.0,202.0,202.0,202.0
2021-03,Washington,7,136.0,37.0,28.0,102.0,85.0,0.0,187.0,187.0,185.52
2021-03,Washington,8,183.0,27.0,20.0,117.0,104.0,2.0,223.0,223.0,221.58
2021-03,McClure,6,122.0,6.0,22.0,79.0,68.0,2.0,149.0,149.0,149.0
2021-03,McClure,7,117.0,5.0,30.0,80.0,70.0,1.0,151.0,151.0,150.77
2021-03,McClure,8,132.0,8.0,34.0,85.0,84.0,2.0,171.0,171.0,170.49
2021-03,Aki Kurose,6,140.0,65.0,39.0,123.0,106.0,0.0,229.0,229.0,229.0
2021-03,Aki Kurose,7,155.0,58.0,34.0,111.0,120.0,0.0,231.0,231.0,230.93
2021-03,Aki Kurose,8,181.0,57.0,40.0,140.0,125.0,0.0,265.0,265.0,263.19
