Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
2023-12,Ballard,9,378.0,9.0,56.0,228.0,206.0,6.0,440.0,440.0,439.17
2023-12,Ballard,10,312.0,12.0,55.0,202.0,163.0,11.0,376.0,376.0,375.05
2023-12,Ballard,11,358.0,11.0,63.0,218.0,201.0,9.0,428.0,416.0,398.97
2023-12,Ballard,12,354.0,10.0,45.0,203.0,199.0,3.0,405.0,383.0,359.83
2023-12,Cleveland STEM,9,169.0,42.0,25.0,109.0,112.0,6.0,227.0,227.0,226.59
2023-12,Cleveland STEM,10,183.0,27.0,28.0,133.0,95.0,0.0,228.0,228.0,228.0
2023-12,Cleveland STEM,11,190.0,22.0,16.0,128.0,93.0,2.0,223.0,190.0,162.73
2023-12,Cleveland STEM,12,186.0,22.0,13.0,103.0,109.0,1.0,213.0,167.0,131.84
2023-12,Franklin,9,210.0,73.0,42.0,149.0,159.0,1.0,309.0,309.0,309.0
2023-12,Franklin,10,156.0,71.0,39.0,123.0,126.0,2.0,251.0,251.0,250.17
2023-12,Franklin,11,230.0,89.0,37.0,173.0,165.0,4.0,342.0,321.0,275.28
2023-12,Franklin,12,214.0,94.0,43.0,171.0,164.0,1.0,336.0,298.0,255.01
2023-12,Garfield,9,314.0,39.0,46.0,191.0,194.0,9.0,394.0,394.0,394.0
2023-12,Garfield,10,321.0,37.0,42.0,198.0,188.0,5.0,391.0,391.0,390.5
2023-12,Garfield,11,368.0,32.0,38.0,223.0,196.0,14.0,433.0,412.0,359.2
2023-12,Garfield,12,345.0,37.0,41.0,198.0,213.0,7.0,418.0,378.0,338.0
2023-12,Lincoln,9,374.0,9.0,42.0,226.0,188.0,9.0,423.0,423.0,420.54
2023-12,Lincoln,10,429.0,11.0,41.0,268.0,200.0,12.0,480.0,480.0,478.86
2023-12,Lincoln,11,351.0,21.0,50.0,242.0,164.0,13.0,419.0,412.0,393.59
2023-12,Lincoln,12,347.0,14.0,26.0,197.0,171.0,18.0,386.0,371.0,342.0
2023-12,Roosevelt,9,324.0,15.0,48.0,202.0,176.0,5.0,383.0,383.0,381.58
2023-12,Roosevelt,10,299.0,23.0,41.0,177.0,172.0,6.0,355.0,355.0,352.23
2023-12,Roosevelt,11,344.0,20.0,38.0,195.0,190.0,12.0,397.0,392.0,367.7
2023-12,Roosevelt,12,347.0,9.0,45.0,190.0,207.0,2.0,399.0,376.0,337.37
2023-12,Chief Sealth International,9,211.0,60.0,54.0,167.0,138.0,1.0,306.0,306.0,305.09
2023-12,Chief Sealth International,10,195.0,65.0,46.0,148.0,140.0,4.0,292.0,292.0,291.57
2023-12,Chief Sealth International,11,208.0,47.0,53.0,172.0,119.0,4.0,295.0,237.0,217.44
2023-12,Chief Sealth International,12,206.0,60.0,52.0,163.0,131.0,4.0,298.0,233.0,207.45
