Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
2020-02,Ballard,9,356.0,4.0,53.0,221.0,189.0,2.0,412.0,412.0,410.7
2020-02,Ballard,10,377.0,8.0,44.0,229.0,199.0,0.0,428.0,428.0,424.6
2020-02,Ballard,11,437.0,11.0,59.0,269.0,233.0,1.0,503.0,478.0,450.23
2020-02,Ballard,12,445.0,15.0,34.0,258.0,232.0,1.0,491.0,449.0,386.73
2020-02,Cleveland STEM,9,194.0,17.0,27.0,121.0,106.0,1.0,228.0,228.0,228.0
2020-02,Cleveland STEM,10,204.0,15.0,14.0,133.0,98.0,0.0,231.0,231.0,231.0
2020-02,Cleveland STEM,11,181.0,25.0,24.0,109.0,112.0,0.0,221.0,209.0,169.49
2020-02,Cleveland STEM,12,196.0,16.0,23.0,125.0,105.0,0.0,230.0,195.0,164.86
2020-02,Franklin,9,227.0,42.0,32.0,133.0,152.0,0.0,285.0,285.0,284.54
2020-02,Franklin,10,211.0,79.0,36.0,134.0,176.0,0.0,310.0,310.0,309.21
2020-02,Franklin,11,237.0,66.0,40.0,153.0,170.0,0.0,323.0,314.0,275.61
2020-02,Franklin,12,214.0,69.0,28.0,141.0,162.0,0.0,303.0,271.0,228.41
2020-02,Garfield,9,345.0,28.0,38.0,202.0,201.0,0.0,403.0,403.0,401.22
2020-02,Garfield,10,368.0,32.0,40.0,232.0,198.0,1.0,431.0,431.0,428.87
2020-02,Garfield,11,435.0,27.0,30.0,230.0,252.0,0.0,482.0,437.0,368.69
2020-02,Garfield,12,414.0,25.0,21.0,220.0,234.0,0.0,454.0,353.0,296.33
2020-02,Lincoln,9,356.0,6.0,34.0,220.0,175.0,1.0,396.0,396.0,394.78
2020-02,Lincoln,10,169.0,6.0,18.0,106.0,85.0,0.0,191.0,191.0,189.2
2020-02,Roosevelt,9,362.0,4.0,45.0,221.0,189.0,0.0,410.0,410.0,408.65
2020-02,Roosevelt,10,372.0,11.0,38.0,216.0,199.0,1.0,416.0,416.0,414.32
2020-02,Roosevelt,11,483.0,9.0,31.0,258.0,262.0,1.0,521.0,496.0,450.02
2020-02,Roosevelt,12,414.0,10.0,35.0,219.0,235.0,0.0,454.0,404.0,349.16
2020-02,Chief Sealth International,9,230.0,53.0,67.0,174.0,161.0,0.0,335.0,335.0,335.0
2020-02,Chief Sealth International,10,173.0,52.0,48.0,126.0,128.0,0.0,254.0,254.0,253.51
2020-02,Chief Sealth International,11,192.0,36.0,45.0,145.0,117.0,0.0,262.0,225.0,193.18
2020-02,Chief Sealth International,12,174.0,47.0,37.0,121.0,128.0,0.0,249.0,199.0,153.65
2020-02,West Seattle,9,268.0,10.0,32.0,163.0,142.0,0.0,305.0,305.0,303.7
2020-02,West Seattle,10,217.0,12.0,31.0,129.0,125.0,0.0,254.0,254.0,253.38
2020-02,West Seattle,11,240.0,10.0,33.0,139.0,142.0,0.0,281.0,259.0,228.38
2020-02,West Seattle,12,219.0,16.0,38.0,132.0,132.0,1.0,265.0,210.0,172.05
2020-02,Ingraham,9,284.0,34.0,54.0,187.0,173.0,1.0,361.0,361.0,360.34
2020-02,Ingraham,10,303.0,43.0,36.0,197.0,180.0,0.0,377.0,377.0,375.54
2020-02,Ingraham,11,300.0,35.0,39.0,190.0,171.0,2.0,363.0,345.0,303.67
2020-02,Ingraham,12,301.0,39.0,51.0,198.0,183.0,0.0,381.0,340.0,275.81
2020-02,Rainier Beach,9,117.0,56.0,36.0,105.0,92.0,0.0,197.0,197.0,195.87
2020-02,Rainier Beach,10,119.0,47.0,38.0,105.0,84.0,0.0,189.0,189.0,188.96
2020-02,Rainier Beach,11,105.0,53.0,37.0,99.0,81.0,0.0,180.0,165.0,138.47
2020-02,Rainier Beach,12,115.0,46.0,21.0,83.0,92.0,0.0,175.0,147.0,111.57
2020-02,Nathan Hale,9,214.0,27.0,35.0,150.0,120.0,2.0,272.0,272.0,271.11
2020-02,Nathan Hale,10,243.0,27.0,40.0,161.0,144.0,1.0,306.0,306.0,304.44
2020-02,Nathan Hale,11,231.0,28.0,50.0,153.0,145.0,0.0,298.0,273.0,246.07
2020-02,Nathan Hale,12,223.0,19.0,41.0,149.0,129.0,0.0,278.0,237.0,200.99
2020-02,NOVA,9,28.0,0.0,10.0,18.0,19.0,1.0,38.0,38.0,37.08
2020-02,NOVA,10,48.0,1.0,19.0,30.0,35.0,2.0,67.0,67.0,65.16
2020-02,NOVA,11,34.0,0.0,14.0,20.0,28.0,0.0,48.0,48.0,46.65
2020-02,NOVA,12,47.0,0.0,12.0,26.0,32.0,1.0,59.0,59.0,56.36
2020-02,Center School,9,52.0,2.0,27.0,34.0,43.0,3.0,80.0,80.0,77.67
2020-02,Center School,10,50.0,0.0,19.0,25.0,42.0,2.0,69.0,69.0,64.07
2020-02,Center School,11,48.0,0.0,9.0,19.0,37.0,1.0,57.0,49.0,34.88
2020-02,Center School,12,41.0,0.0,7.0,16.0,32.0,0.0,48.0,43.0,27.46
2020-02,Denny International,6,195.0,61.0,51.0,135.0,154.0,0.0,289.0,289.0,289.0
2020-02,Denny International,7,200.0,42.0,62.0,158.0,125.0,1.0,284.0,284.0,283.9
2020-02,Denny International,8,191.0,54.0,62.0,161.0,120.0,0.0,281.0,281.0,279.9
2020-02,Eckstein,6,323.0,19.0,56.0,194.0,194.0,1.0,389.0,389.0,389.0
2020-02,Eckstein,7,322.0,15.0,48.0,191.0,188.0,0.0,379.0,379.0,378.09
2020-02,Eckstein,8,269.0,13.0,44.0,150.0,168.0,1.0,319.0,319.0,317.93
2020-02,Hamilton International,6,323.0,4.0,35.0,196.0,163.0,2.0,361.0,361.0,361.0
2020-02,Hamilton International,7,302.0,10.0,46.0,179.0,174.0,0.0,353.0,353.0,351.9
2020-02,Hamilton International,8,300.0,9.0,21.0,168.0,161.0,0.0,329.0,329.0,327.82
2020-02,Jane Addams,6,288.0,40.0,57.0,194.0,174.0,0.0,368.0,368.0,368.0
2020-02,Jane Addams,7,254.0,32.0,47.0,169.0,152.0,0.0,321.0,321.0,320.93
2020-02,Jane Addams,8,254.0,26.0,43.0,173.0,142.0,0.0,315.0,315.0,314.53
2020-02,Madison,6,291.0,6.0,51.0,176.0,168.0,0.0,344.0,344.0,344.0
2020-02,Madison,7,295.0,15.0,40.0,181.0,167.0,0.0,348.0,348.0,347.93
2020-02,Madison,8,246.0,10.0,41.0,150.0,144.0,0.0,294.0,294.0,292.89
2020-02,Meany,6,136.0,13.0,31.0,102.0,73.0,1.0,176.0,176.0,176.0
2020-02,Meany,7,143.0,8.0,26.0,89.0,85.0,2.0,176.0,176.0,175.7
2020-02,Meany,8,134.0,10.0,24.0,95.0,71.0,1.0,167.0,167.0,166.63
2020-02,Mercer International,6,282.0,77.0,43.0,211.0,169.0,0.0,380.0,380.0,380.0
2020-02,Mercer International,7,313.0,66.0,48.0,209.0,194.0,0.0,403.0,403.0,402.43
2020-02,Mercer International,8,280.0,75.0,44.0,196.0,180.0,0.0,376.0,376.0,375.12
2020-02,Robert Eagle Staff,6,198.0,18.0,29.0,116.0,120.0,0.0,236.0,236.0,236.0
2020-02,Robert Eagle Staff,7,245.0,19.0,59.0,179.0,137.0,0.0,316.0,316.0,314.93
2020-02,Robert Eagle Staff,8,209.0,24.0,41.0,126.0,141.0,0.0,267.0,267.0,266.93
2020-02,Whitman,6,179.0,9.0,42.0,112.0,115.0,1.0,228.0,228.0,228.0
2020-02,Whitman,7,162.0,7.0,34.0,104.0,96.0,0.0,200.0,200.0,199.7
2020-02,Whitman,8,173.0,8.0,31.0,108.0,102.0,0.0,210.0,210.0,209.69
2020-02,Washington,6,130.0,28.0,28.0,90.0,85.0,0.0,175.0,175.0,175.0
2020-02,Washington,7,181.0,22.0,25.0,124.0,96.0,1.0,221.0,221.0,221.0
2020-02,Washington,8,185.0,15.0,25.0,111.0,109.0,0.0,220.0,220.0,219.93
2020-02,McClure,6,136.0,8.0,34.0,83.0,91.0,0.0,174.0,174.0,174.0
2020-02,McClure,7,144.0,6.0,31.0,89.0,88.0,1.0,178.0,178.0,177.94
2020-02,McClure,8,154.0,8.0,29.0,92.0,97.0,0.0,189.0,189.0,188.36
2020-02,Aki Kurose,6,139.0,64.0,32.0,105.0,114.0,0.0,219.0,219.0,219.0
2020-02,Aki Kurose,7,167.0,59.0,36.0,133.0,118.0,0.0,251.0,251.0,251.0
2020-02,Aki Kurose,8,138.0,44.0,35.0,108.0,99.0,0.0,207.0,207.0,207.0
2020-02,Adams,K,75.0,2.0,2.0,48.0,30.0,1.0,79.0,79.0,79.0
2020-02,Adams,1,72.0,6.0,6.0,43.0,40.0,0.0,83.0,83.0,83.0
2020-02,Adams,2,56.0,6.0,7.0,37.0,32.0,0.0,69.0,69.0,69.0
2020-02,Adams,3,74.0,5.0,12.0,46.0,44.0,0.0,90.0,90.0,90.0
2020-02,Adams,4,74.0,3.0,17.0,45.0,47.0,0.0,92.0,92.0,92.0
2020-02,Adams,5,63.0,6.0,19.0,43.0,42.0,0.0,85.0,85.0,85.0
2020-02,Alki,K,52.0,3.0,3.0,28.0,30.0,0.0,58.0,58.0,58.0
2020-02,Alki,1,46.0,5.0,4.0,32.0,23.0,0.0,55.0,55.0,55.0
2020-02,Alki,2,60.0,4.0,5.0,30.0,39.0,0.0,69.0,69.0,69.0
2020-02,Alki,3,38.0,3.0,18.0,33.0,26.0,0.0,59.0,59.0,59.0
2020-02,Alki,4,43.0,1.0,8.0,27.0,25.0,0.0,52.0,52.0,52.0
2020-02,Alki,5,55.0,2.0,13.0,42.0,28.0,0.0,70.0,70.0,70.0
2020-02,Arbor Heights,Preschool,25.0,0.0,8.0,13.0,20.0,0.0,33.0,0.0,0.0
2020-02,Arbor Heights,K,79.0,10.0,9.0,51.0,44.0,1.0,96.0,96.0,96.0
2020-02,Arbor Heights,1,88.0,11.0,14.0,50.0,61.0,0.0,111.0,111.0,111.0
2020-02,Arbor Heights,2,69.0,7.0,21.0,49.0,47.0,0.0,96.0,96.0,96.0
2020-02,Arbor Heights,3,78.0,4.0,13.0,50.0,45.0,0.0,95.0,95.0,95.0
2020-02,Arbor Heights,4,59.0,6.0,18.0,39.0,42.0,0.0,81.0,81.0,81.0
2020-02,Arbor Heights,5,63.0,9.0,24.0,54.0,36.0,0.0,90.0,90.0,90.0
2020-02,Daniel Bagley,K,66.0,7.0,4.0,40.0,36.0,0.0,76.0,76.0,76.0
2020-02,Daniel Bagley,1,47.0,5.0,7.0,31.0,27.0,0.0,58.0,58.0,58.0
2020-02,Daniel Bagley,2,51.0,7.0,7.0,27.0,37.0,0.0,64.0,64.0,64.0
2020-02,Daniel Bagley,3,39.0,5.0,13.0,26.0,29.0,0.0,55.0,55.0,55.0
2020-02,Daniel Bagley,4,46.0,4.0,11.0,30.0,29.0,0.0,59.0,59.0,59.0
2020-02,Daniel Bagley,5,58.0,6.0,14.0,39.0,36.0,0.0,75.0,75.0,75.0
2020-02,Beacon Hill International,K,38.0,26.0,7.0,36.0,33.0,0.0,69.0,69.0,69.0
2020-02,Beacon Hill International,1,42.0,32.0,2.0,36.0,38.0,0.0,74.0,74.0,74.0
2020-02,Beacon Hill International,2,31.0,30.0,3.0,36.0,26.0,0.0,62.0,62.0,62.0
2020-02,Beacon Hill International,3,39.0,25.0,7.0,31.0,36.0,0.0,67.0,67.0,67.0
2020-02,Beacon Hill International,4,46.0,22.0,9.0,31.0,40.0,0.0,71.0,71.0,71.0
2020-02,Beacon Hill International,5,60.0,8.0,7.0,32.0,42.0,0.0,74.0,74.0,74.0
2020-02,Martin Luther King Jr,Preschool,34.0,0.0,14.0,23.0,25.0,0.0,48.0,0.0,0.0
2020-02,Martin Luther King Jr,K,22.0,29.0,9.0,24.0,28.0,1.0,53.0,53.0,53.0
2020-02,Martin Luther King Jr,1,19.0,21.0,6.0,24.0,20.0,0.0,44.0,44.0,44.0
