Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
2024-05,Ballard,9,375.0,12.0,50.0,225.0,203.0,6.0,434.0,434.0,433.17
2024-05,Ballard,10,303.0,11.0,60.0,198.0,162.0,11.0,371.0,371.0,370.18
2024-05,Ballard,11,356.0,10.0,61.0,215.0,199.0,9.0,423.0,412.0,392.08
2024-05,Ballard,12,358.0,9.0,37.0,199.0,198.0,4.0,401.0,379.0,353.08
2024-05,Cleveland STEM,9,169.0,39.0,24.0,108.0,110.0,6.0,224.0,224.0,224.0
2024-05,Cleveland STEM,10,182.0,26.0,26.0,131.0,94.0,0.0,225.0,225.0,225.0
2024-05,Cleveland STEM,11,191.0,21.0,15.0,127.0,93.0,2.0,222.0,191.0,163.51
2024-05,Cleveland STEM,12,186.0,22.0,12.0,103.0,109.0,1.0,213.0,169.0,130.87
2024-05,Franklin,9,197.0,80.0,43.0,149.0,155.0,1.0,305.0,305.0,304.07
2024-05,Franklin,10,158.0,72.0,42.0,127.0,126.0,3.0,256.0,256.0,254.54
2024-05,Franklin,11,223.0,101.0,40.0,176.0,170.0,4.0,350.0,328.0,277.17
2024-05,Franklin,12,217.0,103.0,40.0,173.0,173.0,1.0,347.0,313.0,243.37
2024-05,Garfield,9,304.0,41.0,44.0,189.0,186.0,7.0,382.0,382.0,382.0
2024-05,Garfield,10,318.0,36.0,39.0,196.0,184.0,4.0,384.0,384.0,382.49
2024-05,Garfield,11,364.0,31.0,37.0,219.0,196.0,13.0,428.0,408.0,355.7
2024-05,Garfield,12,339.0,35.0,41.0,196.0,207.0,7.0,410.0,374.0,326.96
2024-05,Lincoln,9,372.0,8.0,49.0,230.0,189.0,9.0,428.0,428.0,426.7
2024-05,Lincoln,10,424.0,11.0,44.0,266.0,199.0,12.0,477.0,477.0,475.78
2024-05,Lincoln,11,343.0,19.0,49.0,237.0,159.0,13.0,409.0,401.0,383.19
2024-05,Lincoln,12,342.0,14.0,27.0,195.0,169.0,18.0,382.0,366.0,335.66
2024-05,Roosevelt,9,319.0,17.0,50.0,204.0,172.0,4.0,380.0,380.0,378.07
2024-05,Roosevelt,10,300.0,21.0,38.0,176.0,171.0,6.0,353.0,353.0,349.13
2024-05,Roosevelt,11,344.0,19.0,33.0,195.0,186.0,11.0,392.0,387.0,362.35
2024-05,Roosevelt,12,349.0,9.0,37.0,187.0,204.0,2.0,393.0,371.0,328.11
2024-05,Chief Sealth International,9,213.0,61.0,50.0,166.0,138.0,2.0,306.0,306.0,305.4
2024-05,Chief Sealth International,10,192.0,64.0,42.0,144.0,137.0,4.0,285.0,285.0,284.57
2024-05,Chief Sealth International,11,205.0,44.0,49.0,164.0,118.0,4.0,286.0,230.0,210.66
2024-05,Chief Sealth International,12,204.0,60.0,49.0,157.0,133.0,3.0,293.0,230.0,200.42
2024-05,West Seattle,9,293.0,15.0,57.0,202.0,156.0,2.0,360.0,360.0,358.38
2024-05,West Seattle,10,295.0,6.0,51.0,189.0,156.0,6.0,351.0,351.0,347.92
2024-05,West Seattle,11,320.0,16.0,42.0,203.0,167.0,7.0,377.0,368.0,329.94
2024-05,West Seattle,12,253.0,7.0,35.0,164.0,127.0,4.0,295.0,280.0,234.96
2024-05,Ingraham,9,248.0,37.0,69.0,179.0,150.0,9.0,338.0,338.0,336.45
2024-05,Ingraham,10,271.0,48.0,70.0,198.0,169.0,6.0,373.0,373.0,370.92
2024-05,Ingraham,11,259.0,44.0,55.0,186.0,157.0,6.0,349.0,333.0,308.68
2024-05,Ingraham,12,249.0,44.0,64.0,152.0,190.0,5.0,347.0,324.0,276.26
2024-05,Rainier Beach,9,110.0,55.0,24.0,93.0,85.0,0.0,178.0,178.0,178.0
2024-05,Rainier Beach,10,133.0,59.0,34.0,111.0,101.0,2.0,214.0,214.0,213.89
2024-05,Rainier Beach,11,122.0,44.0,22.0,98.0,87.0,0.0,185.0,169.0,149.6
2024-05,Rainier Beach,12,114.0,61.0,20.0,93.0,94.0,1.0,188.0,169.0,143.74
2024-05,Nathan Hale,9,202.0,25.0,54.0,138.0,130.0,4.0,272.0,272.0,271.05
2024-05,Nathan Hale,10,215.0,27.0,49.0,154.0,121.0,9.0,284.0,284.0,282.57
2024-05,Nathan Hale,11,191.0,29.0,49.0,139.0,115.0,7.0,261.0,243.0,222.14
2024-05,Nathan Hale,12,200.0,33.0,37.0,149.0,110.0,2.0,261.0,242.0,212.18
2024-05,NOVA,9,29.0,0.0,13.0,19.0,17.0,6.0,42.0,42.0,42.0
2024-05,NOVA,10,38.0,3.0,30.0,24.0,23.0,22.0,69.0,69.0,64.1
2024-05,NOVA,11,43.0,1.0,23.0,23.0,29.0,15.0,67.0,67.0,66.73
2024-05,NOVA,12,53.0,2.0,25.0,36.0,32.0,12.0,80.0,80.0,74.88
2024-05,Center School,9,22.0,1.0,12.0,9.0,17.0,8.0,34.0,34.0,33.76
2024-05,Center School,10,52.0,3.0,8.0,20.0,32.0,9.0,61.0,61.0,58.45
2024-05,Center School,11,21.0,1.0,14.0,13.0,20.0,3.0,36.0,32.0,28.55
2024-05,Center School,12,34.0,1.0,13.0,19.0,26.0,3.0,48.0,40.0,23.86
2024-05,Denny International,6,140.0,49.0,45.0,97.0,126.0,3.0,226.0,226.0,226.0
2024-05,Denny International,7,148.0,63.0,49.0,148.0,98.0,1.0,247.0,247.0,246.04
2024-05,Denny International,8,147.0,72.0,51.0,121.0,130.0,1.0,252.0,252.0,251.7
2024-05,Eckstein,6,307.0,19.0,52.0,201.0,168.0,1.0,370.0,370.0,369.01
2024-05,Eckstein,7,276.0,13.0,36.0,155.0,167.0,1.0,323.0,323.0,321.61
2024-05,Eckstein,8,284.0,15.0,37.0,174.0,158.0,3.0,335.0,335.0,331.9
2024-05,Hamilton International,6,267.0,10.0,42.0,158.0,159.0,2.0,319.0,319.0,318.01
2024-05,Hamilton International,7,251.0,19.0,49.0,168.0,146.0,4.0,318.0,318.0,316.88
