Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
2021-10,Ballard,9,374.0,9.0,58.0,229.0,205.0,5.0,439.0,439.0,438.75
2021-10,Ballard,10,350.0,12.0,49.0,199.0,206.0,4.0,409.0,409.0,408.24
2021-10,Ballard,11,349.0,6.0,54.0,221.0,184.0,3.0,408.0,400.0,386.77
2021-10,Ballard,12,373.0,9.0,46.0,228.0,194.0,5.0,427.0,401.0,374.06
2021-10,Cleveland STEM,9,185.0,27.0,19.0,128.0,98.0,0.0,226.0,226.0,225.6
2021-10,Cleveland STEM,10,186.0,25.0,17.0,106.0,115.0,1.0,222.0,222.0,222.0
2021-10,Cleveland STEM,11,191.0,15.0,27.0,122.0,100.0,1.0,223.0,208.0,184.86
2021-10,Cleveland STEM,12,207.0,14.0,14.0,136.0,96.0,0.0,232.0,190.0,161.56
2021-10,Franklin,9,235.0,64.0,48.0,168.0,155.0,3.0,326.0,326.0,325.38
2021-10,Franklin,10,207.0,67.0,37.0,156.0,138.0,1.0,295.0,295.0,294.83
2021-10,Franklin,11,241.0,54.0,29.0,149.0,159.0,1.0,309.0,304.0,261.74
2021-10,Franklin,12,231.0,101.0,33.0,172.0,179.0,0.0,351.0,337.0,276.39
2021-10,Garfield,9,363.0,24.0,38.0,221.0,191.0,9.0,421.0,421.0,421.0
2021-10,Garfield,10,342.0,23.0,35.0,199.0,189.0,6.0,394.0,394.0,393.94
2021-10,Garfield,11,354.0,28.0,39.0,203.0,209.0,1.0,413.0,398.0,360.35
2021-10,Garfield,12,376.0,39.0,36.0,238.0,202.0,2.0,442.0,387.0,333.4
2021-10,Lincoln,9,364.0,10.0,55.0,247.0,171.0,8.0,426.0,426.0,426.0
2021-10,Lincoln,10,355.0,7.0,26.0,205.0,173.0,9.0,387.0,387.0,386.85
2021-10,Lincoln,11,356.0,5.0,23.0,214.0,166.0,4.0,384.0,381.0,368.22
2021-10,Lincoln,12,172.0,2.0,13.0,109.0,77.0,1.0,187.0,171.0,162.59
2021-10,Roosevelt,9,341.0,15.0,46.0,193.0,201.0,3.0,397.0,397.0,396.79
2021-10,Roosevelt,10,337.0,9.0,40.0,183.0,196.0,4.0,383.0,383.0,380.85
2021-10,Roosevelt,11,345.0,8.0,39.0,213.0,178.0,0.0,391.0,383.0,368.08
2021-10,Roosevelt,12,367.0,12.0,31.0,213.0,191.0,2.0,406.0,379.0,348.64
2021-10,Chief Sealth International,9,220.0,55.0,70.0,180.0,135.0,6.0,321.0,321.0,320.94
2021-10,Chief Sealth International,10,230.0,54.0,55.0,177.0,138.0,2.0,317.0,317.0,314.45
2021-10,Chief Sealth International,11,231.0,63.0,49.0,168.0,162.0,2.0,332.0,300.0,261.63
2021-10,Chief Sealth International,12,168.0,51.0,44.0,129.0,118.0,0.0,247.0,231.0,184.22
2021-10,West Seattle,9,320.0,12.0,44.0,206.0,168.0,1.0,375.0,375.0,374.15
2021-10,West Seattle,10,244.0,11.0,35.0,154.0,131.0,3.0,288.0,288.0,287.16
2021-10,West Seattle,11,266.0,12.0,31.0,167.0,133.0,3.0,303.0,289.0,269.97
2021-10,West Seattle,12,225.0,13.0,37.0,142.0,125.0,0.0,267.0,246.0,209.04
2021-10,Ingraham,9,299.0,37.0,59.0,200.0,178.0,3.0,381.0,381.0,380.34
2021-10,Ingraham,10,275.0,30.0,59.0,147.0,203.0,5.0,355.0,355.0,353.68
2021-10,Ingraham,11,280.0,31.0,47.0,183.0,162.0,3.0,348.0,336.0,306.16
2021-10,Ingraham,12,309.0,45.0,35.0,195.0,182.0,5.0,382.0,359.0,309.67
2021-10,Rainier Beach,9,135.0,53.0,30.0,114.0,97.0,0.0,211.0,211.0,211.0
2021-10,Rainier Beach,10,116.0,53.0,29.0,90.0,95.0,1.0,186.0,186.0,186.0
2021-10,Rainier Beach,11,129.0,65.0,29.0,117.0,96.0,0.0,213.0,212.0,187.2
2021-10,Rainier Beach,12,135.0,66.0,36.0,125.0,101.0,0.0,226.0,226.0,174.73
2021-10,Nathan Hale,9,199.0,25.0,52.0,145.0,116.0,5.0,266.0,266.0,265.68
2021-10,Nathan Hale,10,213.0,26.0,45.0,149.0,120.0,3.0,272.0,272.0,271.57
2021-10,Nathan Hale,11,224.0,25.0,28.0,140.0,133.0,1.0,274.0,262.0,242.31
2021-10,Nathan Hale,12,247.0,24.0,35.0,162.0,138.0,2.0,302.0,269.0,243.05
2021-10,NOVA,9,27.0,1.0,12.0,12.0,22.0,5.0,39.0,39.0,39.0
2021-10,NOVA,10,43.0,2.0,9.0,20.0,24.0,9.0,53.0,53.0,53.0
2021-10,NOVA,11,43.0,1.0,10.0,17.0,32.0,4.0,53.0,53.0,52.08
2021-10,NOVA,12,61.0,0.0,22.0,37.0,42.0,4.0,83.0,83.0,79.32
2021-10,Center School,9,47.0,2.0,16.0,22.0,38.0,5.0,65.0,65.0,64.6
2021-10,Center School,10,50.0,1.0,13.0,22.0,39.0,3.0,64.0,64.0,63.94
2021-10,Center School,11,53.0,1.0,24.0,35.0,36.0,7.0,78.0,73.0,67.6
2021-10,Center School,12,44.0,0.0,16.0,26.0,31.0,3.0,60.0,52.0,42.26
2021-10,Denny International,6,169.0,72.0,47.0,135.0,133.0,1.0,269.0,269.0,269.0
2021-10,Denny International,7,204.0,61.0,60.0,161.0,141.0,1.0,303.0,303.0,302.32
2021-10,Denny International,8,197.0,55.0,47.0,142.0,141.0,1.0,284.0,284.0,284.0
2021-10,Eckstein,6,279.0,14.0,43.0,169.0,164.0,1.0,334.0,334.0,334.0
2021-10,Eckstein,7,308.0,13.0,49.0,186.0,178.0,3.0,367.0,367.0,367.0
2021-10,Eckstein,8,297.0,15.0,50.0,169.0,182.0,4.0,355.0,355.0,354.86
2021-10,Hamilton International,6,239.0,8.0,27.0,145.0,125.0,2.0,272.0,272.0,272.0
2021-10,Hamilton International,7,288.0,4.0,40.0,160.0,167.0,3.0,330.0,330.0,328.96
2021-10,Hamilton International,8,292.0,2.0,28.0,169.0,150.0,3.0,322.0,322.0,321.76
2021-10,Jane Addams,6,233.0,31.0,42.0,158.0,138.0,3.0,299.0,299.0,299.0
2021-10,Jane Addams,7,241.0,26.0,55.0,158.0,146.0,9.0,313.0,313.0,313.0
2021-10,Jane Addams,8,292.0,32.0,41.0,180.0,171.0,3.0,354.0,354.0,352.89
2021-10,Madison,6,257.0,8.0,39.0,168.0,132.0,2.0,302.0,302.0,302.0
2021-10,Madison,7,286.0,17.0,43.0,191.0,147.0,2.0,340.0,340.0,338.38
2021-10,Madison,8,279.0,5.0,46.0,163.0,160.0,4.0,327.0,327.0,326.51
2021-10,Meany,6,131.0,27.0,27.0,95.0,85.0,2.0,182.0,182.0,182.0
2021-10,Meany,7,113.0,17.0,24.0,84.0,66.0,3.0,153.0,153.0,153.0
2021-10,Meany,8,126.0,15.0,28.0,90.0,72.0,3.0,165.0,165.0,164.91
2021-10,Mercer International,6,184.0,75.0,40.0,142.0,131.0,0.0,273.0,273.0,273.0
2021-10,Mercer International,7,255.0,80.0,58.0,181.0,190.0,1.0,372.0,372.0,372.0
2021-10,Mercer International,8,262.0,58.0,42.0,193.0,147.0,1.0,341.0,341.0,341.0
2021-10,Robert Eagle Staff,6,166.0,15.0,40.0,100.0,116.0,0.0,216.0,216.0,216.0
2021-10,Robert Eagle Staff,7,177.0,25.0,49.0,103.0,129.0,6.0,238.0,238.0,238.0
2021-10,Robert Eagle Staff,8,199.0,18.0,32.0,123.0,113.0,3.0,239.0,239.0,238.38
2021-10,Whitman,6,194.0,7.0,33.0,119.0,111.0,2.0,232.0,232.0,232.0
2021-10,Whitman,7,201.0,10.0,37.0,145.0,97.0,2.0,244.0,244.0,244.0
2021-10,Whitman,8,158.0,6.0,38.0,99.0,96.0,3.0,198.0,198.0,197.94
2021-10,Washington,6,134.0,38.0,26.0,105.0,82.0,2.0,189.0,189.0,189.0
2021-10,Washington,7,147.0,32.0,26.0,105.0,89.0,0.0,194.0,194.0,194.0
2021-10,Washington,8,128.0,33.0,24.0,98.0,76.0,0.0,174.0,174.0,174.0
2021-10,McClure,6,118.0,4.0,27.0,75.0,72.0,1.0,148.0,148.0,148.0
2021-10,McClure,7,124.0,5.0,18.0,76.0,65.0,4.0,145.0,145.0,144.8
2021-10,McClure,8,117.0,6.0,23.0,72.0,71.0,1.0,144.0,144.0,144.0
2021-10,Aki Kurose,6,191.0,71.0,43.0,156.0,136.0,1.0,293.0,293.0,293.0
2021-10,Aki Kurose,7,126.0,58.0,36.0,110.0,96.0,1.0,207.0,207.0,207.0
2021-10,Aki Kurose,8,145.0,55.0,34.0,109.0,110.0,0.0,219.0,219.0,218.61
2021-10,Adams,K,46.0,9.0,1.0,32.0,24.0,0.0,56.0,56.0,56.0
2021-10,Adams,1,44.0,2.0,2.0,22.0,26.0,0.0,48.0,48.0,48.0
2021-10,Adams,2,52.0,3.0,6.0,35.0,24.0,1.0,60.0,60.0,60.0
2021-10,Adams,3,53.0,2.0,9.0,37.0,25.0,0.0,62.0,62.0,62.0
2021-10,Adams,4,46.0,7.0,8.0,33.0,28.0,0.0,61.0,61.0,61.0
2021-10,Adams,5,62.0,3.0,11.0,36.0,37.0,1.0,74.0,74.0,74.0
2021-10,Alki,K,40.0,6.0,1.0,23.0,24.0,0.0,47.0,47.0,47.0
2021-10,Alki,1,46.0,0.0,4.0,21.0,29.0,0.0,50.0,50.0,50.0
2021-10,Alki,2,49.0,1.0,1.0,21.0,30.0,0.0,51.0,51.0,51.0
2021-10,Alki,3,39.0,3.0,11.0,32.0,21.0,0.0,53.0,53.0,53.0
2021-10,Alki,4,53.0,0.0,6.0,31.0,28.0,0.0,59.0,59.0,59.0
2021-10,Alki,5,41.0,2.0,11.0,28.0,26.0,0.0,54.0,54.0,54.0
2021-10,Arbor Heights,Preschool,26.0,0.0,4.0,18.0,11.0,1.0,30.0,0.0,0.0
2021-10,Arbor Heights,K,71.0,3.0,7.0,39.0,41.0,0.0,80.0,80.0,80.0
2021-10,Arbor Heights,1,61.0,2.0,7.0,39.0,30.0,0.0,69.0,69.0,69.0
2021-10,Arbor Heights,2,72.0,5.0,12.0,49.0,37.0,1.0,87.0,87.0,87.0
2021-10,Arbor Heights,3,63.0,7.0,16.0,36.0,48.0,0.0,84.0,84.0,84.0
2021-10,Arbor Heights,4,68.0,7.0,18.0,44.0,47.0,0.0,91.0,91.0,91.0
2021-10,Arbor Heights,5,69.0,8.0,13.0,47.0,41.0,0.0,88.0,88.0,88.0
