Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
2022-09,Ballard,9,312.0,6.0,51.0,202.0,154.0,9.0,365.0,365.0,365.0
2022-09,Ballard,10,364.0,12.0,58.0,222.0,202.0,7.0,431.0,431.0,430.34
2022-09,Ballard,11,352.0,11.0,40.0,199.0,197.0,4.0,400.0,390.0,376.09
2022-09,Ballard,12,343.0,6.0,50.0,220.0,172.0,6.0,398.0,381.0,354.2
2022-09,Cleveland STEM,9,188.0,25.0,22.0,131.0,97.0,0.0,228.0,228.0,228.0
2022-09,Cleveland STEM,10,189.0,26.0,22.0,134.0,98.0,0.0,232.0,232.0,231.62
2022-09,Cleveland STEM,11,189.0,20.0,14.0,100.0,116.0,1.0,217.0,199.0,171.45
2022-09,Cleveland STEM,12,187.0,17.0,27.0,121.0,99.0,1.0,221.0,188.0,154.75
2022-09,Franklin,9,171.0,61.0,30.0,125.0,119.0,2.0,246.0,246.0,244.5
2022-09,Franklin,10,247.0,69.0,44.0,168.0,169.0,3.0,340.0,340.0,336.1
2022-09,Franklin,11,219.0,61.0,36.0,164.0,136.0,2.0,302.0,299.0,263.09
2022-09,Franklin,12,245.0,89.0,31.0,175.0,173.0,1.0,349.0,329.0,277.09
2022-09,Garfield,9,326.0,25.0,39.0,194.0,179.0,7.0,380.0,380.0,379.53
2022-09,Garfield,10,372.0,22.0,30.0,222.0,188.0,9.0,419.0,419.0,418.95
2022-09,Garfield,11,359.0,28.0,36.0,204.0,205.0,7.0,416.0,403.0,369.86
2022-09,Garfield,12,373.0,30.0,43.0,223.0,213.0,1.0,437.0,399.0,362.57
2022-09,Lincoln,9,428.0,7.0,38.0,264.0,199.0,8.0,471.0,471.0,471.0
2022-09,Lincoln,10,361.0,10.0,49.0,243.0,166.0,8.0,417.0,417.0,415.1
2022-09,Lincoln,11,346.0,10.0,27.0,200.0,170.0,13.0,383.0,378.0,363.04
2022-09,Lincoln,12,338.0,8.0,32.0,210.0,162.0,5.0,377.0,365.0,351.71
2022-09,Roosevelt,9,307.0,17.0,44.0,176.0,180.0,3.0,359.0,359.0,357.69
2022-09,Roosevelt,10,339.0,16.0,39.0,192.0,190.0,8.0,390.0,390.0,387.9
2022-09,Roosevelt,11,349.0,9.0,34.0,182.0,202.0,3.0,387.0,379.0,348.27
2022-09,Roosevelt,12,351.0,5.0,35.0,212.0,178.0,0.0,390.0,370.0,346.28
2022-09,Chief Sealth International,9,226.0,57.0,51.0,156.0,162.0,3.0,321.0,321.0,320.93
2022-09,Chief Sealth International,10,215.0,51.0,60.0,173.0,132.0,3.0,308.0,308.0,307.28
2022-09,Chief Sealth International,11,214.0,58.0,61.0,162.0,143.0,3.0,308.0,282.0,246.13
2022-09,Chief Sealth International,12,232.0,64.0,48.0,169.0,162.0,3.0,334.0,275.0,238.56
2022-09,West Seattle,9,299.0,3.0,55.0,187.0,161.0,8.0,356.0,356.0,355.86
2022-09,West Seattle,10,314.0,12.0,45.0,196.0,168.0,6.0,370.0,370.0,368.36
2022-09,West Seattle,11,253.0,10.0,31.0,164.0,125.0,4.0,293.0,291.0,279.46
2022-09,West Seattle,12,267.0,13.0,31.0,165.0,136.0,4.0,305.0,281.0,250.54
2022-09,Ingraham,9,310.0,25.0,56.0,203.0,173.0,4.0,380.0,380.0,379.37
2022-09,Ingraham,10,282.0,39.0,54.0,192.0,166.0,6.0,364.0,364.0,362.88
2022-09,Ingraham,11,269.0,27.0,61.0,144.0,199.0,5.0,348.0,339.0,316.46
2022-09,Ingraham,12,274.0,35.0,42.0,190.0,146.0,6.0,342.0,319.0,272.88
2022-09,Rainier Beach,9,153.0,60.0,38.0,127.0,110.0,1.0,238.0,238.0,236.4
2022-09,Rainier Beach,10,139.0,43.0,29.0,104.0,102.0,0.0,206.0,206.0,205.2
2022-09,Rainier Beach,11,124.0,49.0,21.0,88.0,96.0,1.0,185.0,182.0,166.52
2022-09,Rainier Beach,12,135.0,63.0,31.0,119.0,102.0,0.0,221.0,208.0,189.9
2022-09,Nathan Hale,9,246.0,31.0,49.0,167.0,148.0,4.0,319.0,319.0,318.59
2022-09,Nathan Hale,10,202.0,24.0,53.0,144.0,118.0,8.0,270.0,270.0,269.77
2022-09,Nathan Hale,11,210.0,21.0,39.0,148.0,110.0,4.0,262.0,258.0,247.85
2022-09,Nathan Hale,12,220.0,18.0,22.0,130.0,123.0,5.0,258.0,243.0,213.37
2022-09,NOVA,9,38.0,3.0,15.0,19.0,21.0,15.0,55.0,55.0,55.0
2022-09,NOVA,10,48.0,1.0,17.0,24.0,30.0,12.0,66.0,66.0,66.0
2022-09,NOVA,11,60.0,1.0,22.0,31.0,39.0,13.0,83.0,83.0,83.0
2022-09,NOVA,12,57.0,1.0,18.0,29.0,40.0,6.0,75.0,75.0,74.0
2022-09,Center School,9,58.0,0.0,7.0,19.0,35.0,11.0,65.0,65.0,65.0
2022-09,Center School,10,32.0,1.0,14.0,16.0,27.0,4.0,47.0,47.0,46.53
2022-09,Center School,11,47.0,2.0,11.0,25.0,32.0,3.0,60.0,58.0,53.71
2022-09,Center School,12,56.0,1.0,15.0,33.0,35.0,4.0,72.0,62.0,44.92
2022-09,Denny International,6,169.0,52.0,60.0,150.0,112.0,2.0,264.0,264.0,264.0
2022-09,Denny International,7,167.0,70.0,46.0,128.0,139.0,1.0,268.0,268.0,268.0
2022-09,Denny International,8,193.0,56.0,47.0,148.0,127.0,1.0,276.0,276.0,275.19
2022-09,Eckstein,6,274.0,11.0,44.0,150.0,172.0,1.0,323.0,323.0,323.0
2022-09,Eckstein,7,295.0,10.0,41.0,175.0,168.0,2.0,345.0,345.0,342.51
2022-09,Eckstein,8,315.0,13.0,47.0,188.0,180.0,4.0,372.0,372.0,370.25
2022-09,Hamilton International,6,251.0,12.0,47.0,160.0,145.0,4.0,309.0,309.0,309.0
2022-09,Hamilton International,7,244.0,7.0,28.0,147.0,123.0,7.0,277.0,277.0,276.33
2022-09,Hamilton International,8,301.0,6.0,36.0,170.0,167.0,4.0,341.0,341.0,339.81
2022-09,Jane Addams,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2022-09,Jane Addams,6,193.0,47.0,59.0,146.0,136.0,3.0,285.0,285.0,285.0
2022-09,Jane Addams,7,239.0,23.0,27.0,146.0,135.0,3.0,284.0,284.0,284.0
2022-09,Jane Addams,8,244.0,20.0,49.0,160.0,138.0,10.0,308.0,308.0,308.0
2022-09,Madison,6,268.0,20.0,52.0,160.0,173.0,2.0,335.0,335.0,335.0
2022-09,Madison,7,277.0,9.0,41.0,182.0,140.0,3.0,325.0,325.0,323.83
2022-09,Madison,8,283.0,15.0,44.0,189.0,143.0,4.0,336.0,336.0,332.05
2022-09,Meany,6,133.0,14.0,27.0,94.0,77.0,2.0,173.0,173.0,173.0
2022-09,Meany,7,121.0,22.0,23.0,84.0,80.0,0.0,164.0,164.0,164.0
2022-09,Meany,8,122.0,20.0,27.0,94.0,69.0,4.0,167.0,167.0,167.0
2022-09,Mercer International,6,135.0,68.0,34.0,120.0,102.0,1.0,223.0,223.0,223.0
2022-09,Mercer International,7,190.0,71.0,39.0,142.0,133.0,0.0,275.0,275.0,274.0
2022-09,Mercer International,8,253.0,85.0,53.0,174.0,197.0,1.0,372.0,372.0,370.9
2022-09,Robert Eagle Staff,6,161.0,14.0,44.0,103.0,108.0,2.0,213.0,213.0,213.0
2022-09,Robert Eagle Staff,7,167.0,15.0,39.0,106.0,109.0,1.0,216.0,216.0,216.0
2022-09,Robert Eagle Staff,8,183.0,26.0,43.0,102.0,134.0,5.0,241.0,241.0,241.0
2022-09,Whitman,6,176.0,7.0,25.0,106.0,100.0,1.0,207.0,207.0,207.0
2022-09,Whitman,7,197.0,7.0,31.0,116.0,111.0,5.0,232.0,232.0,231.6
2022-09,Whitman,8,198.0,8.0,35.0,141.0,92.0,4.0,237.0,237.0,236.92
2022-09,Washington,6,123.0,46.0,31.0,92.0,92.0,4.0,188.0,188.0,188.0
2022-09,Washington,7,119.0,34.0,25.0,89.0,76.0,3.0,168.0,168.0,168.0
2022-09,Washington,8,139.0,28.0,21.0,100.0,80.0,2.0,182.0,182.0,181.0
2022-09,McClure,6,114.0,8.0,25.0,74.0,71.0,1.0,146.0,146.0,146.0
2022-09,McClure,7,119.0,2.0,25.0,74.0,68.0,3.0,145.0,145.0,145.0
2022-09,McClure,8,115.0,4.0,18.0,74.0,57.0,5.0,136.0,136.0,135.94
2022-09,Aki Kurose,6,208.0,89.0,61.0,181.0,147.0,2.0,330.0,330.0,330.0
2022-09,Aki Kurose,7,195.0,72.0,46.0,165.0,134.0,2.0,301.0,301.0,300.66
2022-09,Aki Kurose,8,134.0,61.0,38.0,118.0,97.0,1.0,216.0,216.0,216.0
2022-09,Adams,K,41.0,0.0,0.0,22.0,19.0,0.0,41.0,41.0,41.0
2022-09,Adams,1,46.0,4.0,4.0,27.0,27.0,0.0,54.0,54.0,54.0
2022-09,Adams,2,38.0,2.0,4.0,19.0,25.0,0.0,44.0,44.0,44.0
2022-09,Adams,3,40.0,2.0,10.0,31.0,20.0,1.0,52.0,52.0,52.0
2022-09,Adams,4,48.0,3.0,9.0,33.0,25.0,0.0,58.0,58.0,58.0
2022-09,Adams,5,51.0,3.0,11.0,36.0,28.0,1.0,65.0,65.0,65.0
2022-09,Alki,K,44.0,0.0,1.0,22.0,23.0,0.0,45.0,45.0,45.0
