Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
2024-04,Ballard,9,380.0,11.0,49.0,226.0,205.0,6.0,437.0,437.0,436.14
2024-04,Ballard,10,302.0,10.0,59.0,197.0,161.0,10.0,368.0,368.0,368.0
2024-04,Ballard,11,355.0,10.0,61.0,216.0,197.0,9.0,422.0,411.0,392.69
2024-04,Ballard,12,360.0,9.0,38.0,201.0,198.0,4.0,403.0,381.0,355.07
2024-04,Cleveland STEM,9,169.0,39.0,24.0,108.0,110.0,6.0,224.0,224.0,224.0
2024-04,Cleveland STEM,10,182.0,26.0,26.0,131.0,94.0,0.0,225.0,225.0,225.0
2024-04,Cleveland STEM,11,187.0,20.0,16.0,127.0,89.0,2.0,218.0,191.0,163.87
2024-04,Cleveland STEM,12,182.0,22.0,12.0,101.0,107.0,1.0,209.0,168.0,130.92
2024-04,Franklin,9,200.0,79.0,43.0,148.0,158.0,1.0,307.0,307.0,306.46
2024-04,Franklin,10,158.0,73.0,41.0,125.0,128.0,3.0,256.0,256.0,254.77
2024-04,Franklin,11,225.0,95.0,38.0,175.0,166.0,4.0,345.0,326.0,274.7
2024-04,Franklin,12,213.0,99.0,40.0,170.0,168.0,1.0,339.0,308.0,245.32
2024-04,Garfield,9,303.0,44.0,45.0,188.0,190.0,7.0,385.0,385.0,385.0
2024-04,Garfield,10,322.0,36.0,41.0,201.0,185.0,4.0,390.0,390.0,388.49
2024-04,Garfield,11,360.0,32.0,38.0,218.0,195.0,13.0,426.0,408.0,355.79
2024-04,Garfield,12,338.0,36.0,40.0,195.0,207.0,7.0,409.0,374.0,328.13
2024-04,Lincoln,9,374.0,8.0,47.0,230.0,189.0,9.0,428.0,428.0,426.02
2024-04,Lincoln,10,426.0,11.0,40.0,264.0,199.0,12.0,475.0,475.0,473.92
2024-04,Lincoln,11,343.0,19.0,50.0,237.0,160.0,13.0,410.0,402.0,384.84
2024-04,Lincoln,12,342.0,14.0,27.0,195.0,169.0,18.0,382.0,366.0,336.97
2024-04,Roosevelt,9,320.0,18.0,50.0,206.0,173.0,4.0,383.0,383.0,381.26
2024-04,Roosevelt,10,300.0,23.0,38.0,177.0,172.0,6.0,355.0,355.0,351.94
2024-04,Roosevelt,11,345.0,19.0,36.0,197.0,188.0,11.0,396.0,391.0,366.13
2024-04,Roosevelt,12,347.0,10.0,39.0,186.0,206.0,2.0,394.0,372.0,330.77
2024-04,Chief Sealth International,9,212.0,61.0,50.0,165.0,138.0,2.0,305.0,305.0,304.4
2024-04,Chief Sealth International,10,188.0,65.0,42.0,145.0,133.0,4.0,282.0,282.0,281.57
2024-04,Chief Sealth International,11,207.0,44.0,50.0,167.0,117.0,4.0,288.0,232.0,211.61
2024-04,Chief Sealth International,12,200.0,60.0,50.0,156.0,131.0,3.0,290.0,229.0,200.43
2024-04,West Seattle,9,293.0,15.0,57.0,202.0,156.0,2.0,360.0,360.0,358.38
2024-04,West Seattle,10,296.0,6.0,51.0,190.0,156.0,6.0,352.0,352.0,349.39
2024-04,West Seattle,11,320.0,16.0,44.0,204.0,168.0,7.0,379.0,370.0,332.28
2024-04,West Seattle,12,254.0,7.0,34.0,164.0,127.0,4.0,295.0,280.0,236.1
2024-04,Ingraham,9,250.0,37.0,67.0,179.0,150.0,9.0,338.0,338.0,336.9
2024-04,Ingraham,10,272.0,46.0,70.0,199.0,167.0,6.0,372.0,372.0,369.92
2024-04,Ingraham,11,260.0,45.0,56.0,188.0,157.0,6.0,351.0,336.0,311.47
2024-04,Ingraham,12,245.0,44.0,63.0,150.0,187.0,5.0,342.0,319.0,274.48
2024-04,Rainier Beach,9,107.0,56.0,23.0,92.0,84.0,0.0,176.0,176.0,176.0
2024-04,Rainier Beach,10,131.0,60.0,34.0,111.0,100.0,2.0,213.0,213.0,212.9
2024-04,Rainier Beach,11,121.0,43.0,23.0,98.0,86.0,0.0,184.0,171.0,151.86
2024-04,Rainier Beach,12,114.0,61.0,21.0,93.0,94.0,1.0,188.0,169.0,144.07
2024-04,Nathan Hale,9,201.0,27.0,54.0,137.0,132.0,4.0,273.0,273.0,272.05
2024-04,Nathan Hale,10,219.0,29.0,50.0,156.0,126.0,9.0,291.0,291.0,289.57
2024-04,Nathan Hale,11,190.0,28.0,51.0,137.0,117.0,7.0,261.0,246.0,224.31
2024-04,Nathan Hale,12,200.0,33.0,37.0,149.0,110.0,2.0,261.0,242.0,213.24
2024-04,NOVA,9,25.0,0.0,13.0,17.0,15.0,6.0,38.0,38.0,38.0
2024-04,NOVA,10,39.0,3.0,28.0,23.0,23.0,22.0,68.0,68.0,63.85
2024-04,NOVA,11,43.0,1.0,23.0,23.0,29.0,15.0,67.0,67.0,67.0
2024-04,NOVA,12,55.0,2.0,26.0,38.0,33.0,12.0,83.0,83.0,78.54
2024-04,Center School,9,22.0,1.0,12.0,9.0,17.0,8.0,34.0,34.0,33.6
2024-04,Center School,10,51.0,3.0,8.0,20.0,31.0,9.0,60.0,60.0,57.51
2024-04,Center School,11,21.0,1.0,14.0,13.0,20.0,3.0,36.0,32.0,28.59
2024-04,Center School,12,32.0,1.0,13.0,19.0,25.0,2.0,46.0,39.0,24.97
2024-04,Denny International,6,141.0,50.0,43.0,98.0,126.0,2.0,226.0,226.0,226.0
2024-04,Denny International,7,149.0,63.0,49.0,148.0,99.0,1.0,248.0,248.0,246.93
2024-04,Denny International,8,148.0,73.0,50.0,121.0,131.0,1.0,253.0,253.0,252.55
2024-04,Eckstein,6,306.0,19.0,55.0,204.0,166.0,2.0,372.0,372.0,371.01
2024-04,Eckstein,7,277.0,13.0,36.0,153.0,170.0,1.0,324.0,324.0,322.61
2024-04,Eckstein,8,288.0,15.0,35.0,173.0,161.0,3.0,337.0,337.0,333.98
2024-04,Hamilton International,6,265.0,10.0,42.0,156.0,159.0,2.0,317.0,317.0,316.01
2024-04,Hamilton International,7,251.0,19.0,49.0,168.0,146.0,4.0,318.0,318.0,316.88
2024-04,Hamilton International,8,244.0,13.0,27.0,154.0,120.0,7.0,281.0,281.0,280.68
2024-04,Jane Addams,6,201.0,43.0,37.0,132.0,137.0,3.0,272.0,272.0,272.0
2024-04,Jane Addams,7,191.0,47.0,57.0,150.0,130.0,5.0,285.0,285.0,284.24
2024-04,Jane Addams,8,239.0,31.0,29.0,145.0,141.0,8.0,294.0,294.0,293.77
2024-04,Madison,6,306.0,12.0,61.0,186.0,182.0,5.0,373.0,373.0,373.0
2024-04,Madison,7,271.0,21.0,50.0,159.0,171.0,5.0,335.0,335.0,334.28
2024-04,Madison,8,280.0,12.0,37.0,184.0,141.0,2.0,327.0,327.0,326.82
2024-04,Meany,6,100.0,33.0,33.0,75.0,81.0,5.0,161.0,161.0,160.02
2024-04,Meany,7,120.0,24.0,27.0,94.0,73.0,3.0,170.0,170.0,169.72
2024-04,Meany,8,120.0,33.0,20.0,87.0,80.0,3.0,170.0,170.0,168.54
2024-04,Mercer International,6,144.0,94.0,41.0,143.0,114.0,2.0,259.0,259.0,259.0
2024-04,Mercer International,7,130.0,60.0,32.0,108.0,102.0,0.0,210.0,210.0,209.1
2024-04,Mercer International,8,190.0,71.0,36.0,141.0,137.0,1.0,279.0,279.0,279.0
2024-04,Robert Eagle Staff,6,167.0,26.0,41.0,119.0,109.0,2.0,230.0,230.0,230.0
2024-04,Robert Eagle Staff,7,157.0,26.0,52.0,118.0,106.0,3.0,227.0,227.0,227.0
2024-04,Robert Eagle Staff,8,178.0,23.0,41.0,110.0,124.0,3.0,237.0,237.0,236.08
2024-04,Whitman,6,194.0,8.0,32.0,113.0,114.0,2.0,229.0,229.0,229.0
2024-04,Whitman,7,170.0,6.0,26.0,104.0,96.0,2.0,202.0,202.0,201.74
2024-04,Whitman,8,205.0,8.0,32.0,122.0,113.0,7.0,242.0,242.0,241.09
2024-04,Washington,6,123.0,42.0,32.0,97.0,82.0,6.0,185.0,185.0,185.0
2024-04,Washington,7,109.0,56.0,28.0,87.0,91.0,6.0,184.0,184.0,183.01
2024-04,Washington,8,123.0,41.0,18.0,93.0,79.0,3.0,175.0,175.0,175.0
2024-04,McClure,6,119.0,16.0,26.0,80.0,78.0,0.0,158.0,158.0,158.0
2024-04,McClure,7,117.0,15.0,21.0,83.0,69.0,0.0,152.0,152.0,151.77
2024-04,McClure,8,115.0,8.0,25.0,80.0,62.0,3.0,145.0,145.0,145.0
2024-04,Aki Kurose,6,155.0,80.0,37.0,132.0,120.0,3.0,255.0,255.0,255.0
2024-04,Aki Kurose,7,165.0,71.0,43.0,142.0,112.0,4.0,258.0,258.0,257.66
2024-04,Aki Kurose,8,182.0,71.0,42.0,153.0,131.0,2.0,286.0,286.0,284.06
2024-04,Adams,K,42.0,1.0,6.0,25.0,24.0,0.0,49.0,49.0,49.0
2024-04,Adams,1,37.0,1.0,3.0,23.0,18.0,0.0,41.0,41.0,41.0
2024-04,Adams,2,46.0,7.0,8.0,32.0,29.0,0.0,61.0,61.0,61.0
2024-04,Adams,3,35.0,3.0,3.0,20.0,21.0,0.0,41.0,41.0,41.0
2024-04,Adams,4,41.0,2.0,13.0,30.0,21.0,3.0,54.0,54.0,54.0
2024-04,Adams,5,46.0,4.0,7.0,30.0,25.0,0.0,55.0,55.0,55.0
2024-04,Alki,K,45.0,1.0,2.0,26.0,20.0,1.0,47.0,47.0,47.0
2024-04,Alki,1,34.0,4.0,2.0,22.0,18.0,0.0,40.0,40.0,40.0
2024-04,Alki,2,33.0,2.0,9.0,20.0,23.0,1.0,44.0,44.0,44.0
2024-04,Alki,3,31.0,1.0,14.0,22.0,24.0,0.0,46.0,46.0,46.0
