Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
2021-06,Ballard,9,350.0,9.0,53.0,203.0,204.0,3.0,410.0,410.0,409.4
2021-06,Ballard,10,354.0,4.0,56.0,221.0,189.0,3.0,413.0,413.0,411.24
2021-06,Ballard,11,373.0,9.0,42.0,223.0,199.0,1.0,423.0,401.0,381.63
2021-06,Ballard,12,426.0,9.0,46.0,253.0,224.0,2.0,479.0,437.0,389.19
2021-06,Cleveland STEM,9,188.0,25.0,23.0,112.0,116.0,1.0,229.0,229.0,229.0
2021-06,Cleveland STEM,10,200.0,16.0,27.0,126.0,106.0,1.0,233.0,233.0,232.78
2021-06,Cleveland STEM,11,210.0,13.0,13.0,136.0,98.0,0.0,234.0,216.0,181.43
2021-06,Cleveland STEM,12,184.0,20.0,20.0,108.0,110.0,0.0,218.0,184.0,146.56
2021-06,Franklin,Preschool,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2021-06,Franklin,9,215.0,57.0,33.0,146.0,145.0,1.0,292.0,292.0,292.0
2021-06,Franklin,10,226.0,46.0,30.0,135.0,151.0,1.0,287.0,287.0,286.26
2021-06,Franklin,11,220.0,78.0,34.0,145.0,173.0,0.0,318.0,303.0,269.06
2021-06,Franklin,12,243.0,73.0,41.0,153.0,186.0,0.0,339.0,313.0,262.51
2021-06,Garfield,9,352.0,23.0,38.0,205.0,199.0,3.0,407.0,407.0,406.43
2021-06,Garfield,10,351.0,22.0,38.0,200.0,202.0,1.0,403.0,403.0,401.24
2021-06,Garfield,11,360.0,34.0,38.0,231.0,191.0,2.0,424.0,394.0,340.2
2021-06,Garfield,12,431.0,27.0,31.0,235.0,241.0,1.0,477.0,418.0,349.71
2021-06,Lincoln,9,361.0,6.0,26.0,203.0,183.0,6.0,392.0,392.0,390.73
2021-06,Lincoln,10,357.0,4.0,25.0,213.0,171.0,2.0,386.0,386.0,383.8
2021-06,Lincoln,11,168.0,3.0,11.0,105.0,75.0,1.0,181.0,181.0,159.76
2021-06,Roosevelt,9,344.0,7.0,40.0,189.0,197.0,2.0,388.0,388.0,384.51
2021-06,Roosevelt,10,344.0,5.0,43.0,210.0,180.0,1.0,391.0,391.0,388.49
2021-06,Roosevelt,11,376.0,8.0,29.0,217.0,191.0,2.0,410.0,396.0,365.88
2021-06,Roosevelt,12,467.0,8.0,28.0,247.0,251.0,3.0,501.0,452.0,400.56
2021-06,Chief Sealth International,9,223.0,61.0,60.0,172.0,148.0,1.0,321.0,321.0,320.92
2021-06,Chief Sealth International,10,230.0,57.0,54.0,167.0,162.0,1.0,330.0,330.0,330.0
2021-06,Chief Sealth International,11,167.0,49.0,41.0,119.0,121.0,1.0,241.0,207.0,180.37
2021-06,Chief Sealth International,12,195.0,32.0,43.0,143.0,117.0,0.0,260.0,213.0,180.51
2021-06,West Seattle,9,240.0,11.0,38.0,155.0,132.0,0.0,287.0,287.0,286.29
2021-06,West Seattle,10,260.0,12.0,35.0,165.0,135.0,1.0,301.0,301.0,299.94
2021-06,West Seattle,11,220.0,13.0,33.0,135.0,123.0,1.0,259.0,246.0,218.69
2021-06,West Seattle,12,232.0,9.0,38.0,134.0,142.0,0.0,276.0,241.0,208.76
2021-06,Ingraham,9,286.0,28.0,64.0,155.0,211.0,3.0,369.0,369.0,365.92
2021-06,Ingraham,10,290.0,30.0,51.0,188.0,171.0,1.0,360.0,360.0,357.42
2021-06,Ingraham,11,301.0,35.0,35.0,193.0,171.0,2.0,366.0,357.0,320.53
2021-06,Ingraham,12,295.0,36.0,42.0,186.0,173.0,2.0,361.0,331.0,257.63
2021-06,Rainier Beach,9,128.0,49.0,23.0,92.0,99.0,0.0,191.0,191.0,191.0
2021-06,Rainier Beach,10,123.0,61.0,32.0,115.0,91.0,0.0,206.0,206.0,206.0
2021-06,Rainier Beach,11,125.0,54.0,31.0,108.0,90.0,0.0,198.0,187.0,162.62
2021-06,Rainier Beach,12,112.0,56.0,32.0,105.0,82.0,0.0,187.0,173.0,150.14
2021-06,Nathan Hale,9,203.0,27.0,53.0,147.0,119.0,4.0,270.0,270.0,269.33
2021-06,Nathan Hale,10,218.0,25.0,30.0,144.0,124.0,1.0,269.0,269.0,268.54
2021-06,Nathan Hale,11,244.0,18.0,34.0,156.0,133.0,3.0,292.0,270.0,245.24
2021-06,Nathan Hale,12,218.0,23.0,47.0,142.0,136.0,0.0,278.0,246.0,208.07
2021-06,NOVA,9,32.0,3.0,10.0,20.0,22.0,3.0,45.0,45.0,45.0
2021-06,NOVA,10,43.0,0.0,7.0,18.0,29.0,3.0,50.0,50.0,49.08
2021-06,NOVA,11,51.0,1.0,16.0,29.0,34.0,4.0,67.0,67.0,66.54
2021-06,NOVA,12,48.0,0.0,14.0,24.0,36.0,2.0,62.0,62.0,58.32
2021-06,Center School,9,48.0,1.0,14.0,19.0,41.0,3.0,63.0,63.0,62.93
2021-06,Center School,10,55.0,1.0,24.0,32.0,44.0,4.0,80.0,80.0,77.76
2021-06,Center School,11,43.0,1.0,16.0,25.0,33.0,2.0,60.0,57.0,50.17
2021-06,Center School,12,43.0,0.0,8.0,14.0,34.0,3.0,51.0,45.0,32.12
2021-06,Denny International,6,205.0,63.0,67.0,168.0,143.0,0.0,311.0,311.0,311.0
